"year","padded_population_of_researchers","number_of_inmigrations","number_of_outmigrations","region","incomelevel","gdp_per_capita","population","syn"
2014,28,0,0,"East Asia & Pacific","UMC",4367.25660339844,107502,FALSE
2015,13,0,0,NA,NA,NA,NA,FALSE
2016,35016,212,243,"Europe & Central Asia","HIC",10435.2179803541,38248076,FALSE
2007,6465,127,122,"Sub-Saharan Africa","LMC",492.808648889577,68446011,FALSE
2016,26,4,7,"East Asia & Pacific","HIC",8528.63015087044,798753,FALSE
2003,230,45,32,"East Asia & Pacific","HIC",6742.82460298065,3061024,FALSE
2004,275,11,10,"Latin America & Caribbean","LMC",930.875684294239,9542663,FALSE
2001,92474,1485,1560,"Europe & Central Asia","HIC",14749.6874248766,31644028,FALSE
2016,37,8,4,"Latin America & Caribbean","HIC",75685.3573693412,272635,FALSE
2018,149,12,8,"Sub-Saharan Africa","LIC",352.22685487121,12220227,FALSE
2012,266,17,25,"Sub-Saharan Africa","LIC",686.557557719746,1660368,FALSE
2019,54865,1831,1868,"Europe & Central Asia","HIC",45609.0034936111,11209057,FALSE
2010,758,30,24,"South Asia","LMC",1044.00498892672,6508803,FALSE
2015,27566,242,209,"Europe & Central Asia","HIC",10031.3421526698,20367487,FALSE
1998,26,1,4,"Sub-Saharan Africa","LIC",286.297715428802,10903327,FALSE
2019,122500,1076,1429,"Middle East & North Africa","LMC",5758.59072766807,87290193,FALSE
2009,2252,52,60,"Europe & Central Asia","HIC",120000.140729859,292074,FALSE
2005,10023,221,197,"Latin America & Caribbean","HIC",6185.30378461096,20882982,FALSE
2008,192535,1728,2371,"South Asia","LMC",475.63597612014,1154638713,FALSE
2020,38364,2337,1376,"Europe & Central Asia","HIC",54589.0603860606,7389625,FALSE
2016,115,16,22,NA,NA,NA,NA,FALSE
2019,3882,145,74,"Middle East & North Africa","HIC",43239.8351779171,4280993,FALSE
2018,402,14,7,"Europe & Central Asia","LMC",1242.77022029305,9543207,FALSE
1999,790,33,35,"Sub-Saharan Africa","LMC",619.642123524918,11910978,FALSE
2020,1066,68,46,"East Asia & Pacific","LMC",1479.61368925363,16396860,FALSE
1998,9846,284,332,"Sub-Saharan Africa","UMC",3029.78836233973,38278164,FALSE
2008,68709,432,548,"Europe & Central Asia","HIC",13558.3411314221,40386875,FALSE
2002,255,14,9,"Middle East & North Africa","HIC",9566.09549369908,678831,FALSE
2013,2135,74,89,"Europe & Central Asia","UMC",4623.88471369397,3722716,FALSE
2002,160,6,6,"Sub-Saharan Africa","UMC",3976.64679620587,1986558,FALSE
2011,280,19,46,"Sub-Saharan Africa","LIC",581.293411814954,1660368,FALSE
2012,35812,641,765,"Europe & Central Asia","HIC",38705.1067959147,5508214,FALSE
2011,81,3,5,"South Asia","LMC",1165.05065002416,1184830,FALSE
2004,25,5,6,"East Asia & Pacific","HIC",15777.9636408956,59559,FALSE
2006,8832,77,130,"Europe & Central Asia","HIC",14376.9478643932,2000474,FALSE
2009,1774,67,47,"Sub-Saharan Africa","LIC",401.709187643744,86755585,FALSE
2012,7327,48,40,"Europe & Central Asia","HIC",14263.9645773495,1900449,FALSE
2014,805,42,34,"Latin America & Caribbean","UMC",2847.63506882245,26252239,FALSE
1998,75,10,10,"East Asia & Pacific","HIC",17324.2505696201,266455,FALSE
2008,184,16,16,"Sub-Saharan Africa","LIC",290.155675073525,9621238,FALSE
2018,25949,391,436,"Europe & Central Asia","HIC",23151.2154130712,10286570,FALSE
2016,3805,138,79,"Middle East & North Africa","UMC",6612.90225210234,33864447,FALSE
2019,815,44,27,"Sub-Saharan Africa","LIC",822.906136832132,16039734,FALSE
2016,90,9,8,"Sub-Saharan Africa","HIC",26955.7889277843,82475,FALSE
2018,2246,111,83,"Europe & Central Asia","HIC",72010.1490316258,352721,FALSE
2016,41122,1149,865,"Europe & Central Asia","HIC",49169.7193388499,5614932,FALSE
2007,1487,52,47,"Europe & Central Asia","HIC",35397.36328125,319014,FALSE
2017,1,1,0,NA,NA,NA,NA,FALSE
2012,35,3,6,"Sub-Saharan Africa","LMC",3583.46172510997,806166,FALSE
2004,25,2,0,"East Asia & Pacific","LMC",1377.86200603136,429978,FALSE
2020,2686,305,249,"Middle East & North Africa","HIC",36730.796195815,2414573,FALSE
2017,792,15,15,"Europe & Central Asia","UMC",4578.63320812155,2664224,FALSE
2012,7482,91,107,"Europe & Central Asia","HIC",17487.8047830922,2794137,FALSE
2015,3268,120,71,"Middle East & North Africa","UMC",6215.98603314029,35481800,FALSE
2007,15,1,0,"Sub-Saharan Africa","LIC",170.706876502428,6860846,FALSE
2006,12897,481,449,"East Asia & Pacific","HIC",28224.0951563146,4087500,FALSE
2014,200813,5180,5085,"North America","HIC",52635.1749580433,37601230,FALSE
2008,524,24,15,"Middle East & North Africa","UMC",2035.20234121766,3494496,FALSE
2009,7327,115,149,"Latin America & Caribbean","UMC",5534.68944688199,11342012,FALSE
2019,44,2,6,"Europe & Central Asia","HIC",40632.2089824607,56295,FALSE
2010,66,6,6,"Sub-Saharan Africa","LMC",1661.99788468931,7924462,FALSE
2002,34781,464,491,"Europe & Central Asia","HIC",26186.1900105755,8895960,FALSE
2003,26,5,2,"Latin America & Caribbean","LMC",990.297834013789,17516139,FALSE
2002,10,0,1,"East Asia & Pacific","LMC",1493.94486323757,190478,FALSE
2014,14,0,2,NA,NA,NA,NA,FALSE
2016,3607,33,34,"Europe & Central Asia","HIC",14331.7515885049,1504709,FALSE
2010,13,0,0,"Europe & Central Asia","UMC",3416.11069898939,5024894,FALSE
2015,31835,751,609,"Middle East & North Africa","HIC",41114.7817082553,9140169,FALSE
2013,17945,170,148,"Europe & Central Asia","UMC",6809.15980400146,7320807,FALSE
2003,22658,434,290,"Europe & Central Asia","HIC",36393.2927471088,5313399,FALSE
2001,100,10,10,"Latin America & Caribbean","UMC",1476.17185000238,6044131,FALSE
2018,1206,24,49,"Europe & Central Asia","LMC",2704.67718852896,30757700,FALSE
2003,349,14,16,"Middle East & North Africa","LIC",4127.32005423634,15901201,FALSE
2014,3,1,2,NA,NA,NA,NA,FALSE
2010,16,2,3,"East Asia & Pacific","LMC",1104.8115468317,1088486,FALSE
2004,1300,77,74,"Sub-Saharan Africa","LMC",494.129227253689,17405624,FALSE
2003,58,2,0,"South Asia","LMC",343.934594296268,5430853,FALSE
2015,1264,55,38,"Sub-Saharan Africa","LIC",733.97287958981,11260085,FALSE
2005,246,22,22,"East Asia & Pacific","UMC",3406.47559239037,890648,FALSE
2001,11729,210,186,"Europe & Central Asia","HIC",8060.86870292424,10805808,FALSE
2018,43537,1260,1372,"Europe & Central Asia","HIC",48789.4978498872,8479823,FALSE
2002,137,13,8,"Sub-Saharan Africa","UMC",3991.15715141003,1221003,FALSE
2008,7043,298,214,"South Asia","LMC",698.52094498398,181924521,FALSE
2004,1210,18,26,"Europe & Central Asia","LMC",410.086132917873,13445977,FALSE
2014,235,17,17,"Europe & Central Asia","LMC",4021.4455564534,8326348,FALSE
2005,196,23,2,"Europe & Central Asia","HIC",47445.3810812051,32190,FALSE
2014,36708,852,906,"Sub-Saharan Africa","UMC",5753.06649433369,58801927,FALSE
2016,3607,93,69,"Sub-Saharan Africa","LMC",1170.8859954114,11940683,FALSE
1999,8219,189,133,"Latin America & Caribbean","UMC",3403.29616311163,7440769,FALSE
2016,125,33,45,NA,NA,NA,NA,FALSE
2012,175,17,18,"Europe & Central Asia","HIC",204097.113958028,270810,FALSE
2004,82099,835,1008,"Europe & Central Asia","UMC",4523.1465578805,145976482,FALSE
2016,1484,88,72,"Sub-Saharan Africa","LIC",544.276872741836,46416031,FALSE
2014,38395,285,368,"Europe & Central Asia","HIC",15772.3300839383,10055780,FALSE
2013,504,55,31,"Middle East & North Africa","UMC",7867.5157311439,6188132,FALSE
2016,2403,175,126,"Europe & Central Asia","HIC",106899.293549552,330815,FALSE
2011,1873,26,27,"Europe & Central Asia","UMC",3471.05126865498,2489098,FALSE
2008,241578,5507,6276,"Europe & Central Asia","HIC",39179.7442596057,62766365,FALSE
2010,34,1,2,"Latin America & Caribbean","UMC",7343.44526962639,174804,FALSE
2019,54865,1389,1302,"Europe & Central Asia","HIC",46946.9602719954,9298515,FALSE
2007,16048,541,484,"East Asia & Pacific","UMC",4154.18744707842,111049428,FALSE
2020,57808,845,785,"Latin America & Caribbean","UMC",11049.9951100942,31526418,FALSE
2019,20,1,3,"Latin America & Caribbean","HIC",16449.0591470407,108397,FALSE
2017,64,20,31,NA,NA,NA,NA,FALSE
2012,56,4,2,"Sub-Saharan Africa","LIC",507.482915466996,4019956,FALSE
2014,10501,112,86,"Europe & Central Asia","HIC",20261.0667303886,2957689,FALSE
2011,675,24,36,"Latin America & Caribbean","LMC",3013.50270721666,11090085,FALSE
2014,1800,165,255,"East Asia & Pacific","HIC",92992.9971307452,615239,FALSE
2011,14,0,0,"Latin America & Caribbean","HIC",24452.5887394376,58230,FALSE
2011,4968,183,163,"Middle East & North Africa","LMC",4064.25301043642,11557779,FALSE
2003,79,3,9,"Sub-Saharan Africa","LIC",186.035226453739,4294352,FALSE
2002,4937,83,60,"Middle East & North Africa","LMC",2259.51631977961,22299585,FALSE
2000,3705,94,72,"Sub-Saharan Africa","LMC",483.708632337355,136756848,FALSE
2019,11372,117,82,"Europe & Central Asia","UMC",12386.6992652963,6975761,FALSE
2011,172,21,9,"Europe & Central Asia","HIC",179369.268180394,33834,FALSE
2001,16131,424,290,"East Asia & Pacific","LMC",1416.60375976563,96648685,FALSE
2017,869,23,30,"Europe & Central Asia","LMC",1308.13978544561,6579900,FALSE
2007,23,1,1,"Latin America & Caribbean","HIC",78858.2802552237,107001,FALSE
1998,27266,386,321,"Europe & Central Asia","HIC",26186.1900105755,5321799,FALSE
1998,15,1,0,NA,NA,NA,NA,FALSE
2003,200,8,13,"Sub-Saharan Africa","LIC",431.696660975605,20735982,FALSE
2011,23,4,1,"Europe & Central Asia","HIC",47410.9556269077,81131,FALSE
2019,3882,298,224,"Middle East & North Africa","LMC",8925.42186017072,5662923,FALSE
2020,40796,2245,1586,"Europe & Central Asia","HIC",51939.4297445291,8916864,FALSE
2019,10322,117,145,"Europe & Central Asia","HIC",23503.2824850255,2957689,FALSE
2011,83558,572,555,"Europe & Central Asia","UMC",10098.1731805195,75175827,FALSE
2002,20128,591,543,"Latin America & Caribbean","UMC",9545.28672531477,64113547,FALSE
2013,62582,579,657,"Europe & Central Asia","HIC",11254.3140875349,77324451,FALSE
2000,4168,46,51,"Europe & Central Asia","HIC",7203.52303786646,3470818,FALSE
2015,598,27,13,"Europe & Central Asia","LMC",1120.66705800127,8149419,FALSE
2009,34377,455,311,"Europe & Central Asia","HIC",29828.7560245271,7623600,FALSE
2009,29,3,4,"East Asia & Pacific","UMC",6727.10776676969,44728,FALSE
1998,69,2,6,"Latin America & Caribbean","UMC",1880.89316502001,6034436,FALSE
2020,4914,56,80,"Europe & Central Asia","UMC",7998.0802045456,9438785,FALSE
2003,23,5,4,"Latin America & Caribbean","LMC",699.331335938913,1998630,FALSE
2009,378,31,21,"Middle East & North Africa","LIC",10155.9736670317,21474059,FALSE
2009,465,17,13,"Sub-Saharan Africa","LIC",594.160254467019,13714791,FALSE
2004,1147,61,47,"Latin America & Caribbean","UMC",2305.17050697714,11070094,FALSE
2018,678,37,38,"East Asia & Pacific","LMC",1218.21703407842,52666014,FALSE
2017,1524,20,65,"Middle East & North Africa","LIC",1111.87209187084,29339400,FALSE
2006,1442,120,125,"Latin America & Caribbean","HIC",13293.3331951688,5374622,FALSE
2000,28052,524,724,"Middle East & North Africa","LMC",1297.57469006096,85501064,FALSE
2011,23767,657,674,"East Asia & Pacific","HIC",41760.5947840005,5363352,FALSE
2007,24,4,3,NA,NA,NA,NA,FALSE
2008,1650,25,27,"Europe & Central Asia","UMC",8458.01947450022,16321872,FALSE
2019,167,14,5,"Sub-Saharan Africa","LIC",372.135456093031,16923195,FALSE
2017,114993,3688,2803,"East Asia & Pacific","HIC",49918.7939327254,23475686,FALSE
2011,754,26,22,"Sub-Saharan Africa","LIC",688.139191185368,24850912,FALSE
1999,6,4,0,"South Asia","LIC",312.25356654928,19262847,FALSE
2010,583,27,21,"Sub-Saharan Africa","LMC",1098.94667867138,8402631,FALSE
2019,5499,177,125,"East Asia & Pacific","LMC",4165.02282101895,21803000,FALSE
2007,1042233,15570,15607,"North America","HIC",48050.2237771135,301231207,FALSE
2006,177593,1728,2412,"South Asia","LMC",1894.46008300781,49936638,FALSE
1998,1212,15,28,"Europe & Central Asia","LMC",558.226802377,25864350,FALSE
2016,81,11,6,"Sub-Saharan Africa","LIC",643.790042311239,3498818,FALSE
2000,453,25,18,"Latin America & Caribbean","HIC",6592.77664795341,964830,FALSE
2004,3456,49,68,"Europe & Central Asia","UMC",2741.08017482431,9560953,FALSE
2005,1369,48,38,"Sub-Saharan Africa","LMC",539.53955078125,26881544,FALSE
2019,15,0,0,NA,NA,NA,NA,FALSE
2014,18,0,0,"Latin America & Caribbean","HIC",28449.7129463044,329626,FALSE
2017,28639,1787,1750,"Middle East & North Africa","HIC",25459.1689000965,9140169,FALSE
1998,796,40,46,"Europe & Central Asia","UMC",1602.5640389208,2036855,FALSE
2000,37,4,2,"Sub-Saharan Africa","LMC",1686.6575322622,1058797,FALSE
2007,325,31,13,"East Asia & Pacific","HIC",29637.7670637369,501863,FALSE
2011,85639,1797,1494,"Europe & Central Asia","HIC",51799.2085521047,17441500,FALSE
2006,1308,37,44,"Sub-Saharan Africa","LMC",309.310420053588,26003965,FALSE
2013,16085,183,148,"Europe & Central Asia","HIC",5757.53127301178,6398940,FALSE
2014,30117,367,296,"Europe & Central Asia","HIC",48476.3927287052,676283,FALSE
2017,390,31,9,"Sub-Saharan Africa","UMC",6975.69519191402,1599978,FALSE
2014,3,3,1,NA,NA,NA,NA,FALSE
2002,2971,67,86,"South Asia","LMC",410.048540904043,145476106,FALSE
2017,1017,45,24,"Middle East & North Africa","HIC",28186.9867351423,1456834,FALSE
2016,19689,233,194,"Europe & Central Asia","HIC",8976.9544892648,19265250,FALSE
2004,82099,666,674,NA,NA,NA,NA,FALSE
2019,96,11,5,"Sub-Saharan Africa","LIC",718.245737766542,10527712,FALSE
2004,49,7,3,"Europe & Central Asia","HIC",79797.5468904958,30819,FALSE
2016,20,0,0,"Latin America & Caribbean","HIC",35365.0693039774,329626,FALSE
2020,149,12,12,"Sub-Saharan Africa","LIC",352.22685487121,4819333,FALSE
2010,87,7,2,"Latin America & Caribbean","UMC",6790.63408004111,5154790,FALSE
2010,19,5,4,"Sub-Saharan Africa","UMC",9788.98380398528,1094524,FALSE
2012,603,15,16,"Sub-Saharan Africa","UMC",9764.64413060045,1250400,FALSE
2010,169806,1989,1827,"Europe & Central Asia","HIC",38649.6394836789,58826731,FALSE
2012,27,0,4,"East Asia & Pacific","HIC",9748.95584191501,406471,FALSE
2014,55,2,3,"Sub-Saharan Africa","LMC",1850.38496774479,790986,FALSE
2020,45,7,3,"Latin America & Caribbean","UMC",8009.25230244723,104924,FALSE
2019,582,46,41,"East Asia & Pacific","HIC",36495.1959423457,289521,FALSE
2008,69594,462,531,"Europe & Central Asia","HIC",11525.9007370991,38151603,FALSE
2008,138376,3878,3745,"North America","HIC",44659.8951408034,32889025,FALSE
2011,1427,70,53,"Sub-Saharan Africa","LMC",2295.54033462887,5163310,FALSE
2017,135,10,9,"Latin America & Caribbean","HIC",22533.8820531551,168678,FALSE
2009,17445,681,332,"East Asia & Pacific","UMC",6392.75802564032,106886790,FALSE
1999,1554,36,33,"East Asia & Pacific","LMC",623.216132835985,74491918,FALSE
2001,92,4,5,"Latin America & Caribbean","LMC",999.885953957977,10447666,FALSE
2010,204,8,15,"South Asia","LIC",857.858239870456,32716210,FALSE
2009,74832,561,484,"Europe & Central Asia","UMC",9012.99945793034,32804020,FALSE
2020,50784,942,1153,"Europe & Central Asia","HIC",59592.9806886454,9600379,FALSE
2015,37042,520,919,"Europe & Central Asia","HIC",29828.7560245271,7910500,FALSE
2010,124,6,4,"Sub-Saharan Africa","LMC",3586.66368031755,1077735,FALSE
2007,339,20,12,"Middle East & North Africa","UMC",3017.3073947577,14496797,FALSE
2006,34488,710,748,"Europe & Central Asia","HIC",42801.9081167285,11107017,FALSE
2012,7327,75,49,"Europe & Central Asia","HIC",14263.9645773495,2794137,FALSE
2003,42853,1147,1022,"Europe & Central Asia","HIC",29899.1952495081,8958229,FALSE
2000,349,18,21,"Sub-Saharan Africa","LIC",271.942982247426,25634162,FALSE
2009,500,32,22,"Sub-Saharan Africa","LMC",2848.6531631791,4089602,FALSE
2006,1502,53,60,"Europe & Central Asia","UMC",3848.22350300163,3951736,FALSE
2001,422,22,34,"Latin America & Caribbean","UMC",4021.42536130228,4053222,FALSE
2020,55923,1831,1619,"Europe & Central Asia","HIC",47544.9811472757,11488980,FALSE
2000,303,21,11,"Sub-Saharan Africa","LIC",225.952456739454,1566257,FALSE
2012,2435,84,91,"South Asia","LMC",880.224893639824,21919000,FALSE
1999,32527,1355,1565,"Europe & Central Asia","HIC",41695.6912912021,7481000,FALSE
1998,82,6,6,"East Asia & Pacific","UMC",2157.07659613693,1856402,FALSE
1999,114,0,3,"East Asia & Pacific","LMC",223.229846970577,25258015,FALSE
2018,4562,74,109,"Europe & Central Asia","UMC",5327.39230422044,3725276,FALSE
2001,14845,357,303,"East Asia & Pacific","HIC",15322.2238340267,6730800,FALSE
2017,1490,65,64,"Sub-Saharan Africa","LMC",1536.61963499859,13855753,FALSE
1999,607,27,25,"Sub-Saharan Africa","LIC",118.333127942669,32626498,FALSE
2012,2862,74,57,"Europe & Central Asia","UMC",6024.49314979655,3728874,FALSE
2001,18,0,9,"Latin America & Caribbean","LMC",527.464118409977,830861,FALSE
2017,2510,117,110,"Middle East & North Africa","LMC",8500.1805629403,5178337,FALSE
2018,6684,265,208,"Middle East & North Africa","LMC",8925.42186017072,5950839,FALSE
2008,151302,1911,1986,"South Asia","LMC",1350.63447029491,1271850000,FALSE
2001,891,29,29,"Sub-Saharan Africa","LMC",357.847982643309,35414469,FALSE
2016,30303,668,253,"East Asia & Pacific","UMC",3322.58167895444,227196741,FALSE
2001,2,0,4,"Latin America & Caribbean","HIC",NA,104257,FALSE
2017,248,16,9,"Latin America & Caribbean","LMC",2257.22528369354,6755895,FALSE
2002,27,3,2,"Latin America & Caribbean","UMC",4708.29493729742,325126,FALSE
2013,298112,10342,11201,"Europe & Central Asia","HIC",46749.4762280016,64602298,FALSE
2003,4,0,1,"Latin America & Caribbean","HIC",NA,25191,FALSE
2013,16,0,0,"Latin America & Caribbean","HIC",37795.3192590675,108188,FALSE
2003,153,6,4,"Latin America & Caribbean","UMC",2571.98239738661,5534675,FALSE
2017,6,1,0,"East Asia & Pacific","HIC",NA,46264,FALSE
1999,286,4,8,"Middle East & North Africa","UMC",1314.76255894742,26255343,FALSE
2010,19,2,1,"Latin America & Caribbean","HIC",28449.7129463044,47156,FALSE
2004,15077,220,183,"Europe & Central Asia","HIC",17233.1385611279,5454147,FALSE
1999,547,46,17,"Middle East & North Africa","HIC",6742.82460298065,1353548,FALSE
2000,356,24,19,"Sub-Saharan Africa","LIC",288.107877992222,24559500,FALSE
2002,1087,38,36,"Latin America & Caribbean","UMC",2465.00701162874,26654439,FALSE
2010,19729,652,722,"East Asia & Pacific","HIC",30593.9511738646,4350700,FALSE
2012,162,16,10,"Sub-Saharan Africa","LMC",1123.88314370665,6047537,FALSE
1998,3277,86,46,"East Asia & Pacific","UMC",2031.02501340057,62442651,FALSE
2003,4,0,3,"Latin America & Caribbean","UMC",5593.74841355014,173978,FALSE
2014,121,27,51,NA,NA,NA,NA,FALSE
1998,325,29,13,"Europe & Central Asia","UMC",1875.81662735988,2007523,FALSE
2012,175,26,5,"Europe & Central Asia","HIC",182537.387370109,65001,FALSE
2004,2349,98,67,"Middle East & North Africa","LMC",2751.79304173638,15574909,FALSE
2013,32610,774,636,"Europe & Central Asia","HIC",23217.2954965207,10566332,FALSE
2010,60,2,4,"South Asia","LIC",386.433868490557,25903301,FALSE
2014,10501,169,85,"Europe & Central Asia","UMC",9812.59552626324,18513673,FALSE
1998,160,22,11,"Sub-Saharan Africa","LIC",293.887444638519,77128424,FALSE
2011,26945,801,816,"Sub-Saharan Africa","UMC",8737.04126942435,52443325,FALSE
2020,1415,91,87,"Latin America & Caribbean","HIC",24898.3345857045,3402818,FALSE
2007,1010,94,46,"Europe & Central Asia","HIC",112584.676270958,530946,FALSE
2017,66,8,14,NA,NA,NA,NA,FALSE
2006,479,46,20,"Middle East & North Africa","HIC",43950.0454619989,412477,FALSE
2001,10,2,3,"East Asia & Pacific","UMC",2257.25470016356,45989,FALSE
1998,15790,390,294,"Europe & Central Asia","HIC",12936.6928204482,10129552,FALSE
2002,680,46,19,"South Asia","LMC",238.861254119722,37333918,FALSE
2002,8560,85,119,"Europe & Central Asia","HIC",5711.48570357941,4302174,FALSE
2011,5,0,1,"Latin America & Caribbean","UMC",9542.71357425779,71428,FALSE
2009,3541,127,99,"Sub-Saharan Africa","LMC",1049.12179424341,50814552,FALSE
2012,562,10,14,"Sub-Saharan Africa","LIC",877.192472988119,13205153,FALSE
2005,429,15,14,"Europe & Central Asia","UMC",2795.89739346219,2913021,FALSE
2007,177,32,12,"Europe & Central Asia","HIC",173611.687859934,78168,FALSE
2012,113,26,51,NA,NA,NA,NA,FALSE
2019,1607,74,58,"Sub-Saharan Africa","LMC",768.933410644531,18367883,FALSE
2009,1574,34,26,"Europe & Central Asia","UMC",11611.3585954261,15776938,FALSE
2015,39428,1008,875,"South Asia","LMC",1438.05700508042,223293280,FALSE
